dbms, schema, vm_time, vm_killed, vm_total, vm_score, selection_time, selection_killed, selection_total, selection_score
HyperSQL, BankAccount, 219, 23, 26, 0.88462, 243, 8, 8, 1.00000
HyperSQL, BankAccount, 216, 23, 26, 0.88462, 238, 7, 8, 0.87500
HyperSQL, BankAccount, 221, 23, 26, 0.88462, 236, 7, 7, 1.00000
HyperSQL, BankAccount, 236, 23, 26, 0.88462, 260, 9, 9, 1.00000
HyperSQL, BankAccount, 218, 23, 26, 0.88462, 225, 6, 7, 0.85714
HyperSQL, BankAccount, 226, 23, 26, 0.88462, 227, 8, 8, 1.00000
HyperSQL, BankAccount, 216, 23, 26, 0.88462, 238, 7, 8, 0.87500
HyperSQL, BankAccount, 211, 23, 26, 0.88462, 217, 7, 7, 1.00000
HyperSQL, BankAccount, 212, 23, 26, 0.88462, 229, 8, 8, 1.00000
HyperSQL, BankAccount, 240, 23, 26, 0.88462, 272, 7, 9, 0.77778
HyperSQL, BankAccount, 217, 23, 26, 0.88462, 228, 8, 8, 1.00000
HyperSQL, BankAccount, 218, 23, 26, 0.88462, 236, 7, 8, 0.87500
HyperSQL, BankAccount, 214, 23, 26, 0.88462, 229, 5, 7, 0.71429
HyperSQL, BankAccount, 215, 23, 26, 0.88462, 221, 6, 7, 0.85714
HyperSQL, BankAccount, 212, 23, 26, 0.88462, 218, 2, 5, 0.40000
HyperSQL, BankAccount, 243, 23, 26, 0.88462, 248, 7, 8, 0.87500
HyperSQL, BankAccount, 216, 23, 26, 0.88462, 231, 8, 8, 1.00000
HyperSQL, BankAccount, 216, 23, 26, 0.88462, 220, 6, 7, 0.85714
HyperSQL, BankAccount, 223, 23, 26, 0.88462, 242, 7, 8, 0.87500
HyperSQL, BankAccount, 213, 23, 26, 0.88462, 230, 7, 8, 0.87500
HyperSQL, BankAccount, 217, 23, 26, 0.88462, 233, 6, 7, 0.85714
HyperSQL, BankAccount, 215, 23, 26, 0.88462, 245, 5, 7, 0.71429
HyperSQL, BankAccount, 214, 23, 26, 0.88462, 221, 7, 7, 1.00000
HyperSQL, BankAccount, 211, 23, 26, 0.88462, 235, 8, 8, 1.00000
HyperSQL, BankAccount, 213, 23, 26, 0.88462, 254, 7, 8, 0.87500
HyperSQL, BankAccount, 223, 23, 26, 0.88462, 232, 7, 8, 0.87500
HyperSQL, BankAccount, 225, 23, 26, 0.88462, 238, 8, 8, 1.00000
HyperSQL, BankAccount, 209, 23, 26, 0.88462, 217, 5, 6, 0.83333
HyperSQL, BankAccount, 279, 23, 26, 0.88462, 295, 7, 9, 0.77778
HyperSQL, BankAccount, 226, 23, 26, 0.88462, 250, 7, 8, 0.87500
HyperSQL, BrowserCookies, 825, 75, 81, 0.92593, 827, 28, 30, 0.93333
HyperSQL, BrowserCookies, 874, 75, 81, 0.92593, 913, 35, 37, 0.94595
HyperSQL, BrowserCookies, 839, 75, 81, 0.92593, 871, 29, 32, 0.90625
HyperSQL, BrowserCookies, 837, 75, 81, 0.92593, 845, 28, 32, 0.87500
HyperSQL, BrowserCookies, 846, 75, 81, 0.92593, 909, 30, 34, 0.88235
HyperSQL, BrowserCookies, 834, 75, 81, 0.92593, 838, 25, 30, 0.83333
HyperSQL, BrowserCookies, 850, 75, 81, 0.92593, 866, 30, 31, 0.96774
HyperSQL, BrowserCookies, 835, 75, 81, 0.92593, 862, 28, 32, 0.87500
HyperSQL, BrowserCookies, 819, 75, 81, 0.92593, 851, 29, 31, 0.93548
HyperSQL, BrowserCookies, 866, 75, 81, 0.92593, 873, 36, 39, 0.92308
HyperSQL, BrowserCookies, 859, 75, 81, 0.92593, 883, 35, 38, 0.92105
HyperSQL, BrowserCookies, 864, 75, 81, 0.92593, 925, 31, 34, 0.91176
HyperSQL, BrowserCookies, 849, 75, 81, 0.92593, 865, 27, 28, 0.96429
HyperSQL, BrowserCookies, 919, 75, 81, 0.92593, 1005, 35, 37, 0.94595
HyperSQL, BrowserCookies, 887, 75, 81, 0.92593, 899, 31, 32, 0.96875
HyperSQL, BrowserCookies, 861, 75, 81, 0.92593, 907, 27, 29, 0.93103
HyperSQL, BrowserCookies, 813, 75, 81, 0.92593, 815, 28, 29, 0.96552
HyperSQL, BrowserCookies, 845, 75, 81, 0.92593, 851, 32, 37, 0.86486
HyperSQL, BrowserCookies, 768, 75, 81, 0.92593, 771, 33, 34, 0.97059
HyperSQL, BrowserCookies, 813, 75, 81, 0.92593, 838, 31, 33, 0.93939
HyperSQL, BrowserCookies, 849, 75, 81, 0.92593, 887, 30, 31, 0.96774
HyperSQL, BrowserCookies, 846, 75, 81, 0.92593, 897, 30, 33, 0.90909
HyperSQL, BrowserCookies, 879, 75, 81, 0.92593, 911, 39, 42, 0.92857
HyperSQL, BrowserCookies, 849, 75, 81, 0.92593, 852, 30, 32, 0.93750
HyperSQL, BrowserCookies, 851, 75, 81, 0.92593, 859, 33, 35, 0.94286
HyperSQL, BrowserCookies, 840, 75, 81, 0.92593, 844, 30, 34, 0.88235
HyperSQL, BrowserCookies, 891, 75, 81, 0.92593, 892, 25, 29, 0.86207
HyperSQL, BrowserCookies, 875, 75, 81, 0.92593, 926, 32, 35, 0.91429
HyperSQL, BrowserCookies, 840, 75, 81, 0.92593, 865, 29, 31, 0.93548
HyperSQL, BrowserCookies, 816, 75, 81, 0.92593, 818, 32, 36, 0.88889
HyperSQL, CoffeeOrders, 547, 51, 51, 1.00000, 607, 19, 19, 1.00000
HyperSQL, CoffeeOrders, 515, 51, 51, 1.00000, 515, 13, 13, 1.00000
HyperSQL, CoffeeOrders, 530, 51, 51, 1.00000, 610, 15, 15, 1.00000
HyperSQL, CoffeeOrders, 524, 51, 51, 1.00000, 532, 18, 18, 1.00000
HyperSQL, CoffeeOrders, 517, 51, 51, 1.00000, 520, 14, 14, 1.00000
HyperSQL, CoffeeOrders, 520, 51, 51, 1.00000, 529, 13, 13, 1.00000
HyperSQL, CoffeeOrders, 519, 51, 51, 1.00000, 583, 10, 10, 1.00000
HyperSQL, CoffeeOrders, 520, 51, 51, 1.00000, 526, 13, 13, 1.00000
HyperSQL, CoffeeOrders, 521, 51, 51, 1.00000, 540, 11, 11, 1.00000
HyperSQL, CoffeeOrders, 527, 51, 51, 1.00000, 547, 11, 11, 1.00000
HyperSQL, CoffeeOrders, 511, 51, 51, 1.00000, 574, 7, 7, 1.00000
HyperSQL, CoffeeOrders, 512, 51, 51, 1.00000, 519, 11, 11, 1.00000
HyperSQL, CoffeeOrders, 517, 51, 51, 1.00000, 525, 13, 13, 1.00000
HyperSQL, CoffeeOrders, 529, 51, 51, 1.00000, 542, 15, 15, 1.00000
HyperSQL, CoffeeOrders, 533, 51, 51, 1.00000, 561, 14, 14, 1.00000
HyperSQL, CoffeeOrders, 517, 51, 51, 1.00000, 616, 13, 13, 1.00000
HyperSQL, CoffeeOrders, 521, 51, 51, 1.00000, 591, 12, 12, 1.00000
HyperSQL, CoffeeOrders, 517, 51, 51, 1.00000, 556, 11, 11, 1.00000
HyperSQL, CoffeeOrders, 511, 51, 51, 1.00000, 517, 9, 9, 1.00000
HyperSQL, CoffeeOrders, 525, 51, 51, 1.00000, 580, 15, 15, 1.00000
HyperSQL, CoffeeOrders, 538, 51, 51, 1.00000, 628, 11, 11, 1.00000
HyperSQL, CoffeeOrders, 518, 51, 51, 1.00000, 526, 8, 8, 1.00000
HyperSQL, CoffeeOrders, 512, 51, 51, 1.00000, 561, 10, 10, 1.00000
HyperSQL, CoffeeOrders, 519, 51, 51, 1.00000, 525, 12, 12, 1.00000
HyperSQL, CoffeeOrders, 530, 51, 51, 1.00000, 584, 10, 10, 1.00000
HyperSQL, CoffeeOrders, 513, 51, 51, 1.00000, 572, 16, 16, 1.00000
HyperSQL, CoffeeOrders, 515, 51, 51, 1.00000, 586, 10, 10, 1.00000
HyperSQL, CoffeeOrders, 510, 51, 51, 1.00000, 522, 15, 15, 1.00000
HyperSQL, CoffeeOrders, 534, 51, 51, 1.00000, 535, 11, 11, 1.00000
HyperSQL, CoffeeOrders, 516, 51, 51, 1.00000, 532, 9, 9, 1.00000
HyperSQL, CustomerOrder, 1314, 79, 84, 0.94048, 1531, 21, 22, 0.95455
HyperSQL, CustomerOrder, 1358, 79, 84, 0.94048, 1406, 26, 29, 0.89655
HyperSQL, CustomerOrder, 1335, 79, 84, 0.94048, 1363, 23, 24, 0.95833
HyperSQL, CustomerOrder, 1306, 79, 84, 0.94048, 1319, 23, 26, 0.88462
HyperSQL, CustomerOrder, 1334, 79, 84, 0.94048, 1342, 19, 21, 0.90476
HyperSQL, CustomerOrder, 1312, 79, 84, 0.94048, 1476, 20, 21, 0.95238
HyperSQL, CustomerOrder, 1333, 79, 84, 0.94048, 1346, 23, 24, 0.95833
HyperSQL, CustomerOrder, 1324, 79, 84, 0.94048, 1349, 24, 25, 0.96000
HyperSQL, CustomerOrder, 1315, 79, 84, 0.94048, 1351, 25, 26, 0.96154
HyperSQL, CustomerOrder, 1340, 79, 84, 0.94048, 1346, 22, 23, 0.95652
HyperSQL, CustomerOrder, 1315, 79, 84, 0.94048, 1338, 26, 27, 0.96296
HyperSQL, CustomerOrder, 1364, 79, 84, 0.94048, 1377, 24, 24, 1.00000
HyperSQL, CustomerOrder, 1335, 79, 84, 0.94048, 1349, 16, 17, 0.94118
HyperSQL, CustomerOrder, 1335, 79, 84, 0.94048, 1353, 23, 25, 0.92000
HyperSQL, CustomerOrder, 1361, 79, 84, 0.94048, 1379, 19, 21, 0.90476
HyperSQL, CustomerOrder, 1321, 79, 84, 0.94048, 1351, 18, 19, 0.94737
HyperSQL, CustomerOrder, 1341, 79, 84, 0.94048, 1347, 28, 29, 0.96552
HyperSQL, CustomerOrder, 1319, 79, 84, 0.94048, 1427, 18, 19, 0.94737
HyperSQL, CustomerOrder, 1331, 79, 84, 0.94048, 1362, 29, 30, 0.96667
HyperSQL, CustomerOrder, 1328, 79, 84, 0.94048, 1533, 19, 21, 0.90476
HyperSQL, CustomerOrder, 1328, 79, 84, 0.94048, 1356, 19, 20, 0.95000
HyperSQL, CustomerOrder, 1362, 79, 84, 0.94048, 1362, 20, 22, 0.90909
HyperSQL, CustomerOrder, 1336, 79, 84, 0.94048, 1367, 24, 26, 0.92308
HyperSQL, CustomerOrder, 1310, 79, 84, 0.94048, 1314, 17, 17, 1.00000
HyperSQL, CustomerOrder, 1314, 79, 84, 0.94048, 1475, 15, 17, 0.88235
HyperSQL, CustomerOrder, 1328, 79, 84, 0.94048, 1394, 22, 24, 0.91667
HyperSQL, CustomerOrder, 1315, 79, 84, 0.94048, 1332, 30, 30, 1.00000
HyperSQL, CustomerOrder, 1312, 79, 84, 0.94048, 1363, 22, 24, 0.91667
HyperSQL, CustomerOrder, 1319, 79, 84, 0.94048, 1434, 20, 21, 0.95238
HyperSQL, CustomerOrder, 1329, 79, 84, 0.94048, 1361, 21, 23, 0.91304
HyperSQL, Employee, 340, 41, 43, 0.95349, 356, 16, 18, 0.88889
HyperSQL, Employee, 335, 41, 43, 0.95349, 339, 16, 17, 0.94118
HyperSQL, Employee, 335, 41, 43, 0.95349, 349, 16, 17, 0.94118
HyperSQL, Employee, 332, 41, 43, 0.95349, 339, 17, 17, 1.00000
HyperSQL, Employee, 332, 41, 43, 0.95349, 338, 17, 17, 1.00000
HyperSQL, Employee, 325, 41, 43, 0.95349, 326, 15, 16, 0.93750
HyperSQL, Employee, 337, 41, 43, 0.95349, 338, 16, 17, 0.94118
HyperSQL, Employee, 329, 41, 43, 0.95349, 354, 16, 17, 0.94118
HyperSQL, Employee, 336, 41, 43, 0.95349, 350, 16, 17, 0.94118
HyperSQL, Employee, 336, 41, 43, 0.95349, 345, 16, 17, 0.94118
HyperSQL, Employee, 328, 41, 43, 0.95349, 345, 16, 17, 0.94118
HyperSQL, Employee, 338, 41, 43, 0.95349, 345, 17, 18, 0.94444
HyperSQL, Employee, 335, 41, 43, 0.95349, 346, 16, 17, 0.94118
HyperSQL, Employee, 334, 41, 43, 0.95349, 343, 16, 17, 0.94118
HyperSQL, Employee, 333, 41, 43, 0.95349, 355, 15, 17, 0.88235
HyperSQL, Employee, 325, 41, 43, 0.95349, 327, 15, 16, 0.93750
HyperSQL, Employee, 338, 41, 43, 0.95349, 351, 17, 18, 0.94444
HyperSQL, Employee, 333, 41, 43, 0.95349, 344, 16, 18, 0.88889
HyperSQL, Employee, 326, 41, 43, 0.95349, 332, 16, 16, 1.00000
HyperSQL, Employee, 331, 41, 43, 0.95349, 346, 16, 17, 0.94118
HyperSQL, Employee, 333, 41, 43, 0.95349, 335, 18, 18, 1.00000
HyperSQL, Employee, 335, 41, 43, 0.95349, 351, 17, 17, 1.00000
HyperSQL, Employee, 332, 41, 43, 0.95349, 348, 15, 17, 0.88235
HyperSQL, Employee, 332, 41, 43, 0.95349, 340, 16, 17, 0.94118
HyperSQL, Employee, 333, 41, 43, 0.95349, 336, 17, 17, 1.00000
HyperSQL, Employee, 336, 41, 43, 0.95349, 338, 14, 16, 0.87500
HyperSQL, Employee, 332, 41, 43, 0.95349, 338, 15, 16, 0.93750
HyperSQL, Employee, 332, 41, 43, 0.95349, 347, 16, 17, 0.94118
HyperSQL, Employee, 335, 41, 43, 0.95349, 339, 16, 17, 0.94118
HyperSQL, Employee, 337, 41, 43, 0.95349, 337, 14, 16, 0.87500
HyperSQL, Examination, 1397, 107, 110, 0.97273, 1407, 41, 43, 0.95349
HyperSQL, Examination, 1376, 107, 110, 0.97273, 1394, 43, 44, 0.97727
HyperSQL, Examination, 1370, 107, 110, 0.97273, 1379, 49, 49, 1.00000
HyperSQL, Examination, 1386, 107, 110, 0.97273, 1388, 43, 43, 1.00000
HyperSQL, Examination, 1438, 107, 110, 0.97273, 1466, 46, 46, 1.00000
HyperSQL, Examination, 1405, 107, 110, 0.97273, 1426, 43, 45, 0.95556
HyperSQL, Examination, 1430, 107, 110, 0.97273, 1441, 46, 46, 1.00000
HyperSQL, Examination, 1399, 107, 110, 0.97273, 1409, 37, 39, 0.94872
HyperSQL, Examination, 1383, 107, 110, 0.97273, 1386, 40, 41, 0.97561
HyperSQL, Examination, 1406, 107, 110, 0.97273, 1432, 38, 38, 1.00000
HyperSQL, Examination, 1372, 107, 110, 0.97273, 1435, 42, 44, 0.95455
HyperSQL, Examination, 1384, 107, 110, 0.97273, 1418, 39, 41, 0.95122
HyperSQL, Examination, 1379, 107, 110, 0.97273, 1398, 39, 41, 0.95122
HyperSQL, Examination, 1381, 107, 110, 0.97273, 1536, 40, 42, 0.95238
HyperSQL, Examination, 1390, 107, 110, 0.97273, 1413, 48, 49, 0.97959
HyperSQL, Examination, 1404, 107, 110, 0.97273, 1556, 41, 42, 0.97619
HyperSQL, Examination, 1389, 107, 110, 0.97273, 1491, 44, 46, 0.95652
HyperSQL, Examination, 1384, 107, 110, 0.97273, 1393, 45, 46, 0.97826
HyperSQL, Examination, 1360, 107, 110, 0.97273, 1403, 43, 44, 0.97727
HyperSQL, Examination, 1401, 107, 110, 0.97273, 1411, 40, 41, 0.97561
HyperSQL, Examination, 1391, 107, 110, 0.97273, 1428, 39, 41, 0.95122
HyperSQL, Examination, 1397, 107, 110, 0.97273, 1426, 45, 46, 0.97826
HyperSQL, Examination, 1378, 107, 110, 0.97273, 1413, 41, 43, 0.95349
HyperSQL, Examination, 1395, 107, 110, 0.97273, 1410, 38, 40, 0.95000
HyperSQL, Examination, 1397, 107, 110, 0.97273, 1399, 40, 42, 0.95238
HyperSQL, Examination, 1375, 107, 110, 0.97273, 1397, 52, 52, 1.00000
HyperSQL, Examination, 1423, 107, 110, 0.97273, 1483, 42, 44, 0.95455
HyperSQL, Examination, 1383, 107, 110, 0.97273, 1391, 48, 49, 0.97959
HyperSQL, Examination, 1372, 107, 110, 0.97273, 1396, 45, 46, 0.97826
HyperSQL, Examination, 1420, 107, 110, 0.97273, 1422, 37, 38, 0.97368
HyperSQL, Flights, 554, 42, 44, 0.95455, 632, 11, 12, 0.91667
HyperSQL, Flights, 552, 42, 44, 0.95455, 594, 11, 12, 0.91667
HyperSQL, Flights, 549, 42, 44, 0.95455, 588, 16, 16, 1.00000
HyperSQL, Flights, 601, 42, 44, 0.95455, 614, 13, 14, 0.92857
HyperSQL, Flights, 547, 42, 44, 0.95455, 575, 12, 13, 0.92308
HyperSQL, Flights, 551, 42, 44, 0.95455, 557, 15, 15, 1.00000
HyperSQL, Flights, 553, 42, 44, 0.95455, 563, 13, 14, 0.92857
HyperSQL, Flights, 557, 42, 44, 0.95455, 583, 12, 12, 1.00000
HyperSQL, Flights, 583, 42, 44, 0.95455, 609, 14, 14, 1.00000
HyperSQL, Flights, 546, 42, 44, 0.95455, 553, 10, 12, 0.83333
HyperSQL, Flights, 583, 42, 44, 0.95455, 585, 16, 17, 0.94118
HyperSQL, Flights, 563, 42, 44, 0.95455, 563, 13, 13, 1.00000
HyperSQL, Flights, 588, 42, 44, 0.95455, 652, 11, 12, 0.91667
HyperSQL, Flights, 549, 42, 44, 0.95455, 572, 13, 14, 0.92857
HyperSQL, Flights, 559, 42, 44, 0.95455, 582, 15, 15, 1.00000
HyperSQL, Flights, 570, 42, 44, 0.95455, 590, 14, 14, 1.00000
HyperSQL, Flights, 554, 42, 44, 0.95455, 605, 12, 13, 0.92308
HyperSQL, Flights, 553, 42, 44, 0.95455, 609, 10, 12, 0.83333
HyperSQL, Flights, 553, 42, 44, 0.95455, 563, 12, 13, 0.92308
HyperSQL, Flights, 546, 42, 44, 0.95455, 594, 14, 15, 0.93333
HyperSQL, Flights, 555, 42, 44, 0.95455, 578, 10, 11, 0.90909
HyperSQL, Flights, 546, 42, 44, 0.95455, 592, 13, 14, 0.92857
HyperSQL, Flights, 548, 42, 44, 0.95455, 549, 13, 14, 0.92857
HyperSQL, Flights, 554, 42, 44, 0.95455, 563, 12, 13, 0.92308
HyperSQL, Flights, 564, 42, 44, 0.95455, 571, 9, 9, 1.00000
HyperSQL, Flights, 555, 42, 44, 0.95455, 566, 12, 13, 0.92308
HyperSQL, Flights, 552, 42, 44, 0.95455, 556, 11, 12, 0.91667
HyperSQL, Flights, 564, 42, 44, 0.95455, 585, 11, 12, 0.91667
HyperSQL, Flights, 559, 42, 44, 0.95455, 571, 15, 16, 0.93750
HyperSQL, Flights, 582, 42, 44, 0.95455, 590, 12, 13, 0.92308
HyperSQL, Inventory, 118, 15, 17, 0.88235, 128, 9, 10, 0.90000
HyperSQL, Inventory, 117, 15, 17, 0.88235, 122, 8, 9, 0.88889
HyperSQL, Inventory, 114, 15, 17, 0.88235, 117, 8, 9, 0.88889
HyperSQL, Inventory, 115, 15, 17, 0.88235, 120, 8, 9, 0.88889
HyperSQL, Inventory, 116, 15, 17, 0.88235, 126, 9, 10, 0.90000
HyperSQL, Inventory, 116, 15, 17, 0.88235, 117, 7, 9, 0.77778
HyperSQL, Inventory, 118, 15, 17, 0.88235, 118, 8, 9, 0.88889
HyperSQL, Inventory, 118, 15, 17, 0.88235, 129, 9, 10, 0.90000
HyperSQL, Inventory, 116, 15, 17, 0.88235, 126, 9, 10, 0.90000
HyperSQL, Inventory, 118, 15, 17, 0.88235, 129, 9, 10, 0.90000
HyperSQL, Inventory, 115, 15, 17, 0.88235, 127, 9, 10, 0.90000
HyperSQL, Inventory, 119, 15, 17, 0.88235, 131, 9, 10, 0.90000
HyperSQL, Inventory, 116, 15, 17, 0.88235, 116, 9, 9, 1.00000
HyperSQL, Inventory, 114, 15, 17, 0.88235, 118, 8, 9, 0.88889
HyperSQL, Inventory, 115, 15, 17, 0.88235, 119, 9, 9, 1.00000
HyperSQL, Inventory, 119, 15, 17, 0.88235, 129, 10, 10, 1.00000
HyperSQL, Inventory, 118, 15, 17, 0.88235, 118, 8, 9, 0.88889
HyperSQL, Inventory, 116, 15, 17, 0.88235, 117, 7, 9, 0.77778
HyperSQL, Inventory, 117, 15, 17, 0.88235, 119, 8, 9, 0.88889
HyperSQL, Inventory, 114, 15, 17, 0.88235, 115, 8, 9, 0.88889
HyperSQL, Inventory, 117, 15, 17, 0.88235, 121, 9, 9, 1.00000
HyperSQL, Inventory, 119, 15, 17, 0.88235, 128, 9, 10, 0.90000
HyperSQL, Inventory, 118, 15, 17, 0.88235, 119, 8, 9, 0.88889
HyperSQL, Inventory, 117, 15, 17, 0.88235, 129, 9, 10, 0.90000
HyperSQL, Inventory, 120, 15, 17, 0.88235, 130, 8, 10, 0.80000
HyperSQL, Inventory, 120, 15, 17, 0.88235, 127, 9, 10, 0.90000
HyperSQL, Inventory, 117, 15, 17, 0.88235, 128, 9, 10, 0.90000
HyperSQL, Inventory, 120, 15, 17, 0.88235, 127, 9, 10, 0.90000
HyperSQL, Inventory, 113, 15, 17, 0.88235, 113, 8, 9, 0.88889
HyperSQL, Inventory, 114, 15, 17, 0.88235, 116, 8, 9, 0.88889
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 59, 5, 7, 0.71429
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 52, 4, 6, 0.66667
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 58, 7, 7, 1.00000
HyperSQL, Iso3166, 54, 7, 9, 0.77778, 61, 5, 7, 0.71429
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 60, 6, 7, 0.85714
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 59, 6, 7, 0.85714
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 60, 6, 7, 0.85714
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 59, 6, 7, 0.85714
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 52, 4, 6, 0.66667
HyperSQL, Iso3166, 56, 7, 9, 0.77778, 60, 6, 7, 0.85714
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 60, 5, 7, 0.71429
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 61, 5, 7, 0.71429
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 60, 6, 7, 0.85714
HyperSQL, Iso3166, 54, 7, 9, 0.77778, 60, 6, 7, 0.85714
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 52, 5, 6, 0.83333
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 59, 6, 7, 0.85714
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 52, 4, 6, 0.66667
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 53, 4, 6, 0.66667
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 61, 5, 7, 0.71429
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 61, 5, 7, 0.71429
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 58, 6, 7, 0.85714
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 61, 6, 7, 0.85714
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 52, 4, 6, 0.66667
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 60, 5, 7, 0.71429
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 53, 4, 6, 0.66667
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 59, 6, 7, 0.85714
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 58, 6, 7, 0.85714
HyperSQL, Iso3166, 52, 7, 9, 0.77778, 52, 4, 6, 0.66667
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 60, 6, 7, 0.85714
HyperSQL, Iso3166, 53, 7, 9, 0.77778, 60, 6, 7, 0.85714
HyperSQL, JWhoisServer, 2030, 140, 178, 0.78652, 2060, 42, 55, 0.76364
HyperSQL, JWhoisServer, 2027, 140, 178, 0.78652, 2054, 31, 45, 0.68889
HyperSQL, JWhoisServer, 2028, 140, 178, 0.78652, 2055, 39, 48, 0.81250
HyperSQL, JWhoisServer, 2006, 140, 178, 0.78652, 2013, 29, 40, 0.72500
HyperSQL, JWhoisServer, 2012, 140, 178, 0.78652, 2032, 38, 48, 0.79167
HyperSQL, JWhoisServer, 2048, 140, 178, 0.78652, 2264, 39, 47, 0.82979
HyperSQL, JWhoisServer, 2018, 140, 178, 0.78652, 2043, 32, 40, 0.80000
HyperSQL, JWhoisServer, 2004, 140, 178, 0.78652, 2025, 33, 43, 0.76744
HyperSQL, JWhoisServer, 2028, 140, 178, 0.78652, 2132, 29, 44, 0.65909
HyperSQL, JWhoisServer, 2040, 140, 178, 0.78652, 2047, 42, 52, 0.80769
HyperSQL, JWhoisServer, 2071, 140, 178, 0.78652, 2085, 40, 50, 0.80000
HyperSQL, JWhoisServer, 1981, 140, 178, 0.78652, 2060, 34, 42, 0.80952
HyperSQL, JWhoisServer, 1968, 140, 178, 0.78652, 1989, 30, 43, 0.69767
HyperSQL, JWhoisServer, 1991, 140, 178, 0.78652, 2213, 33, 46, 0.71739
HyperSQL, JWhoisServer, 1976, 140, 178, 0.78652, 2014, 37, 46, 0.80435
HyperSQL, JWhoisServer, 1999, 140, 178, 0.78652, 2009, 36, 45, 0.80000
HyperSQL, JWhoisServer, 1986, 140, 178, 0.78652, 2146, 31, 40, 0.77500
HyperSQL, JWhoisServer, 1983, 140, 178, 0.78652, 1992, 38, 48, 0.79167
HyperSQL, JWhoisServer, 1979, 140, 178, 0.78652, 1993, 41, 49, 0.83673
HyperSQL, JWhoisServer, 2020, 140, 178, 0.78652, 2048, 32, 42, 0.76190
HyperSQL, JWhoisServer, 2029, 140, 178, 0.78652, 2040, 34, 46, 0.73913
HyperSQL, JWhoisServer, 2005, 140, 178, 0.78652, 2027, 34, 43, 0.79070
HyperSQL, JWhoisServer, 2007, 140, 178, 0.78652, 2038, 24, 37, 0.64865
HyperSQL, JWhoisServer, 1993, 140, 178, 0.78652, 1999, 38, 49, 0.77551
HyperSQL, JWhoisServer, 2049, 140, 178, 0.78652, 2083, 34, 47, 0.72340
HyperSQL, JWhoisServer, 2021, 140, 178, 0.78652, 2039, 34, 47, 0.72340
HyperSQL, JWhoisServer, 2039, 140, 178, 0.78652, 2091, 29, 40, 0.72500
HyperSQL, JWhoisServer, 1984, 140, 178, 0.78652, 2022, 36, 46, 0.78261
HyperSQL, JWhoisServer, 2034, 140, 178, 0.78652, 2060, 32, 44, 0.72727
HyperSQL, JWhoisServer, 2018, 140, 178, 0.78652, 2059, 34, 41, 0.82927
HyperSQL, MozillaPermissions, 184, 29, 29, 1.00000, 184, 8, 8, 1.00000
HyperSQL, MozillaPermissions, 188, 29, 29, 1.00000, 195, 9, 9, 1.00000
HyperSQL, MozillaPermissions, 184, 29, 29, 1.00000, 192, 9, 9, 1.00000
HyperSQL, MozillaPermissions, 183, 29, 29, 1.00000, 199, 9, 9, 1.00000
HyperSQL, MozillaPermissions, 185, 29, 29, 1.00000, 199, 9, 9, 1.00000
HyperSQL, MozillaPermissions, 183, 29, 29, 1.00000, 185, 8, 8, 1.00000
HyperSQL, MozillaPermissions, 185, 29, 29, 1.00000, 186, 7, 7, 1.00000
HyperSQL, MozillaPermissions, 184, 29, 29, 1.00000, 189, 8, 8, 1.00000
HyperSQL, MozillaPermissions, 188, 29, 29, 1.00000, 188, 9, 9, 1.00000
HyperSQL, MozillaPermissions, 184, 29, 29, 1.00000, 203, 9, 9, 1.00000
HyperSQL, MozillaPermissions, 186, 29, 29, 1.00000, 213, 9, 9, 1.00000
HyperSQL, MozillaPermissions, 183, 29, 29, 1.00000, 186, 8, 8, 1.00000
HyperSQL, MozillaPermissions, 190, 29, 29, 1.00000, 212, 10, 10, 1.00000
HyperSQL, MozillaPermissions, 182, 29, 29, 1.00000, 200, 7, 7, 1.00000
HyperSQL, MozillaPermissions, 185, 29, 29, 1.00000, 189, 7, 7, 1.00000
HyperSQL, MozillaPermissions, 187, 29, 29, 1.00000, 190, 8, 8, 1.00000
HyperSQL, MozillaPermissions, 184, 29, 29, 1.00000, 202, 9, 9, 1.00000
